character,line
Monica, I was just saying that because I was ovulating and you said you wouldn�t have sex with me while we�re fighting.
Chandler, You tricked me to get me into bed?
Monica, That�s right  I got mine.
Chandler, I feel so used.
Phoebe, Well  I guess they�re not coming. You wanna just order?
Joey, Thank you.  Waiter! �lright  this is gonna be fast  so try to keep up: Risotto with the shaped truffles and the roasted rip steak with the golden Chanterelles and a Bordelaise sauce and that any that stuff I just said means snails. 
Phoebe, Tomato tart and which of the pastas would you recommend?
Phoebe, Both it is  thank you.
Joey, Oh  uh  again. Can I make a special request: Can you bring everything as soon as it�s ready? Appetizers  entrees  we don�t care.
Phoebe, You guys are over an hour late. What happened to you two?
Ross, I�m so sorry �
Rachel, We got locked out of the apartment  we �
Joey, That�s a great story�can I eat it?
Ross, And then Rachel wasn�t sure she could leave the baby.
Rachel, N-it wasn�t easy  but it�s your birthday and I did what I got to do.
Phoebe, And that�s Judy over there at the bar with Emma?
Rachel, Oh honey  this is for the best  thus I�m not distracted  worrying about Emma  how she�s doing at home and I�m being completely here with you and  oh  she spit up!
Ross, What?
Rachel, She spit up. Judy! She spi�Judy! Look alive  Judy!  Thank you.
Ross, Thanks. Oh.
Rachel, Oh  ooh  everything looks delicious. What should I ha-ave? What should I have?
Joey,  Never hit a woman. Never hit a woman.
Ross, Y�know this ??? is incredible.
Joey, Ross bruises like a peach. He bruises like a peach.
Ross, Okay  I�ll have the fixed salad and the duck.
Rachel, Yah  I�ll have the soup and the salmon.
Joey, And remember whatever comes up first. Okay? And hurry  because �
Monica,  Happy birthday!
Joey, Son of a bitch!
Phoebe, Wher-where have you been?
Monica, Well  we had a little fight.
Chandler, I would never lie to get someone into bed.
Monica, You used to tell girls you were a Kennedy.  Ooh  uh  thanks. Wow  little tight  isn�t it? How d�you get a bigger table? You-you had a big table  but they made you move. Huh-huh  shut up Monica. Whoo  I suppose that Chandler will have the smoked duck.
Chandler, I suppose that Monica will have the � manipulative shrew.
Joey, Why are you going? He said  she wanted the shrew! 
Ross, Rach  c�mon  Emma is fine. You�re turning into an obsessive mother. Okay  you need to stop.
Rachel, Y�guys ever heard the story about when Rosses mom went to the beauty salon?
Chandler, You mean the lully story?
Ross,  Huh-huh  they already know it.
Phoebe, You guys  we�ve been waiting for you for a long time  maybe you should order.
Joey,  No  no  it�s okay  I already told the waiter what they want.
Monica, Why would you do that?
Joey, Chandler  control your woman!
Rachel,  Okay  as everybody has ordered  I would like to start the celebration and make a toast � to Phoebe. She dropped her sock.
Phoebe, Aw � what?
Rachel, N-no  Emma dropped her sock.
Monica, Mom�s here? I wanted to have lunch with her today  she told me she was out of town.
Rachel, Ross  she still has not noticed that the baby�s sock is on the ground.
Phoebe, �s a good toast.
Rachel,  Could you please get her attention?
Ross, W-oa � Mommy! 
Phoebe,  Oh  for god�s sake  Judy  pick up the sock! Pick up the sock! Pick up the sock!  I�m sorry  was that rude? Di-did my  my li-little outburst blunt  the hideousness  that is this evening? Look  I know  you all have a lot going on  but all I wanted to do was have dinner with my friends on my birthday. And you are all so late and you didn�t even have the courtesy to call.  Well  it�s too late now.
Ross, Well  ??? think that�s us?
Phoebe, well  this is  this is  this is not over!  Hello?
Joey,  Well  what is going on with you two?
Monica, Uch  you see  I�m ovulating.
Chandler, Oh yeah  that�s what she says. But maybe you�re not ovulating at all  maybe it�s just a clever ruse to get me into bed.
Monica, Yes smokie  that is what it was. I just can�t get enough.
Chandler,  You not gonna believe this: She lied! She tricked me into having sex with her.
Joey, So? Did have sex  right?
Chandler, What�s the matter with me? Why I�m such a girl?
Phoebe,  Okay  that was Mike.
Rachel, Phoebe  hi  we�re so sorry. You�re totally right. We are here one hundred per cent and we love you and we are ready to start your birthday celebration.
Phoebe, Mhuh  guys  that means the world to me. Huh  nkay  I�m gonna take off.
Rachel, What?
Phoebe, Oh  I love you guys too  but Mike got off work early. Wait. Wait  I�m not t�not that kind of girl that just ditches her friends to be with her boyfriend. You know what? I am. Bye guys!  Judy! Bye.
Rachel, Oh thank god  if Phoebe�s going  can we please take Emma home?
Ross, You know  I think that�s a good idea�our babysitter just pounded in another Chardonnet.  Bye  y�guys.
Monica, Bye.
Joey, See ya. Well  this is just us.
Monica, So  I�m  I�m probably still ovulating. Do you want to give it another try?
Chandler, So you never had sex with a Kennedy  have you?
Joey, Do  do you gonna do it now?
Monica, We don�t have much time. Once the egg descended the oviduct �
Joey, No-ohoh. 
Joey, Nah  just me. All alone.  Dinner for six for one  uh  you boys are about to see something really special.
Joey, Excellent. The shrew in particular was exclusive.
Joey, Joey! Joey.
Joey, That�s the best birthday ever.
Chandler,  Hello?  Hello?
Monica,  I LOVE MY NEW JOB!
Chandler, Honey  you're screaming.
Monica, YOU BET YOUR ASS I AM! I just had the best first day ever! The kitchen: twice as big as Allessandro's.
Chandler,  Oh  that's great.
Monica, Yeah  a-a-and clean. Not just health department clean... Monica clean.
Chandler,  Awesome.
Monica, Oh  and the people are so nice. There's this one guy  Geoffrey  he's the Maitre D.  Chandler  you will love him. He is without a doubt  the funniest guy I have ever met. 
Phoebe, I know! 
Phoebe, Yeah  I kinda do.  Well  how's this? 
Joey,  Aaahhh  look at you two... holding hands... huh is this getting serious?  Have you not talked about it yet?  Am I making you uncomfortable?  If you were bigger you'd hit me  huh...? Aaaaaahhhhhh 
Phoebe, I'm sorry... I'm sorry. It's obviously way too early for us to be... having that conversation.
Phoebe,  Maybe not  is it?
Phoebe,  I know Mike  why don't you keep digging?
Phoebe, Oh  it's a key. To be honest  I think I'd prefer the five dollars.
Phoebe,  Oh wow  ooh! Ooh  big step for Phoebe and Mike.
Phoebe, Oh no  I want to.
Phoebe, Yeah... ooh... wow... Even started to think I'd never meet someone that  you know  I wanted to... do this with. Here you go. 
Phoebe, It really is.
Joey,  Oh  I know it... It is amazing these little things open doors... huh! 
Rachel, So I don't go back to work for another four weeks  but we would like our nanny to start right away  so that Emma could get a chance to know her.
Rachel, That's great  great. So do you have any questions for us?
Rachel, Allright. Well thank you so much for coming... 
Ross, Thank you.
Rachel, Really nice to meet you... and we'll call you.
Ross, Boy  we uhm... hadn't really thought of that.
Rachel, Okidoki!  Wow! We're never gonna find a nanny.
Ross, Oh  come on Rach  we will. I promise. We have more interviews  And worse comes to worse  we can always reconsider the uhm... the first one we met with.
Rachel,  What  the blonde with no bra?
Ross, She was blonde?  Just a sec.! Okay  okay. This one's name is Sandy. She's got a degree in early childhood education  uhm... she worked for her last family for three years.
Rachel, Okay... 
Ross, And she's a little mannish...
Phoebe,  Oh my God! David!
Phoebe,  No! It's a great time  come in...! WOW  hi... Oh my gosh! What are you doing here? Are you back from Minsk?
Phoebe, Who cares  it got you here.
Phoebe, Wow. Where is your luggage? 
Phoebe, A-Allright  well... I'll call the cab company.
Phoebe, Thank you! God  no! You should see me when... Oh actually  no  I look pretty good.
Phoebe, No...
Phoebe, I'm... I'm just... I'm the worst person ever. How can I not tell David that I'm seeing Mike?
Monica, Maybe he didn't give you a chance.
Phoebe, He said: Are you seeing someone? And I said no...
Monica, Oh  well... That had been your window.
Phoebe, Yeah! I mean  I don't know. I was just   I was looking  I was looking in his eyes and I was just thinking: Oh my God! It's David. David's here. He's just  he's so irresistible.
Monica, Really? The scientist guy?
Phoebe, Really? Chandler?
Monica, Continue...
Phoebe, Oh.Okay  then it gets worse  'cause then I told him that I would see him tomorrow night.
Monica, Phoebe!
Phoebe, I know!  Evil! And... and... and... I like Mike so much  you know. It's just going really well. Oh my God!
Monica, Wow  isn't it ironic that David would show up on the same day that you and Mike exchange keys?
Phoebe,  Uhuh... Yeah...!  you know. And given my life long search for irony  you can imagine how happy I am.
Monica, What are you gonna do?
Phoebe, I mean I guess  I just have to... tell David that nothing can happen between us. Unless I don't... You know  complicated moral situation  no right  no wrong...
Monica, You have to tell David!
Phoebe, Okay  I knew I should have had this conversation with Joey.
Chandler,  Funniest guy she's ever met!  I'm funny  right...? What do you know  you're a door... You just like knock-knock jokes...  Save it for inside! 
Monica, Heeeeeey!
Chandler, Hey!
Phoebe, Hey!
Chandler, So... Oklahoma is a crazy place. You know  they call it the Sooner state. Frankly I'd sooner be in any other state.  And what's with Oklahoma having a pan handle? Can all states have stuff like that? Hey yeah  I'm from the waistband  Wyoming. But when I was seven  we headed over to the crotch.
Monica,  Was your cabin pressurised?
Chandler,  And don't get me started on the way that people from Tulsa talk.
Phoebe, Okay. 
Chandler, What's with the word y'all? You know  just... two words just... pushed together... Are we all allowed to do that  because if so  I say why stop there? You know  your new poodle could be your noodle. And fried chicken? Could be fricken.Waiter  waiter excuse me  I'll have the fricken?  See  that's... that's funny with the fricken  right?
Monica, No  it just remind me of something this guy did today at work. I told you about that funny guy  Geoffrey  right?
Chandler, Yeah  he came up...
Monica, Well  he did this bit... You probably had to be there  but it was Liza Minelli locked in our freezer  eating a raw chicken. 
