Unnamed: 0,advice_to_mgmt,company_id,cons,cons_vader,date,employee_status,employee_title,helpful,location,post_index,pros,pros_conflict,pros_fun,pros_identity,pros_vader,rating_balance,rating_career,rating_comp,rating_culture,rating_mgmt,rating_overall,review_title,review_title_vader,whole_review_text,years_at_company,vader_pros,vader_cons,vader_review_title,flair_pros,flair_cons,stress_post,company_name,post_id,state,SEC filings,GICSSector,GICSSubIndustry,Headquarters Location,Date first added,CIK,Founded,Region,Division
307135,,8839_amazon,Communiation and coollaration overhead need be optimized.,,Sun Apr 28 2019 21:38:24 GMT+0100 (British Summer Time),Current Employee , SDM,,"Seattle, WA",8839.0,"Customer obsession, Long term view &amp; Simplify and Innovation",,,,,3.0,4.0,4.0,5.0,4.0,4.0,Strong leadership principles drive the customer experince improvement.,,"Strong leadership principles drive the customer experince improvement.. Customer obsession, Long term view &amp; Simplify and Innovation. Communiation and coollaration overhead need be optimized.",,0.0516,0.4588,0.743,0.9918,-0.9897,0.0,amazon,8839_amazon,WA,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",18/11/2005,1018724.0,1994,West,Pacific
224221,,3230_apple,"being on your feet all day, strict dress codes in certain stores compared to others.",,Thu Nov 08 2018 08:58:16 GMT+0000 (Greenwich Mean Time),"Specialist in New York, NY",,,"New York, NY",3230.0,The company truly cares about it's employees. Management is very supportive and wants to see you grow whether that be with the company or not. Great benefits for even part time workers. Work is rewarding and you really meet some amazing people along the way.,,,,,4.0,5.0,5.0,5.0,5.0,5.0,Specialist,,"Specialist. The company truly cares about it's employees. Management is very supportive and wants to see you grow whether that be with the company or not. Great benefits for even part time workers. Work is rewarding and you really meet some amazing people along the way.. being on your feet all day, strict dress codes in certain stores compared to others.",,0.8854,0.2732,0.0,0.983,0.9943,0.0,apple,3230_apple,NY,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",30/11/1982,320193.0,1977,Northeast,Middle Atlantic
316027,,1203_boeing,Bureaucracy tant threat of layoffs Loss of company paid pension benefits,,Tue Jul 11 2017 17:15:15 GMT+0100 (British Summer Time),Current Employee , Analyst,,"Everett, WA",1203.0,Petty good benefits Pretty good pay,,,,,3.0,3.0,3.0,2.0,2.0,3.0,"Company Understands Need to Become More Efficient, But It is Actually Becoming Less Efficient",,"Company Understands Need to Become More Efficient, But It is Actually Becoming Less Efficient. Petty good benefits Pretty good pay. Bureaucracy tant threat of layoffs Loss of company paid pension benefits",,0.8555,-0.4767,0.6494,0.8411,-0.9948,0.0,boeing,1203_boeing,WA,reports,Industrials,Aerospace & Defense,"Chicago, Illinois",,12927.0,1916,West,Pacific
339129,,3494_kroger,Lack of training & communication. Held accountable for performance outside of scope of position.,,Fri Jan 08 2016 07:58:42 GMT+0000 (Greenwich Mean Time),Current Employee ,,,"Indianapolis, IN",3494.0,"Food benefits, discounts on products",,,,,2.0,3.0,2.0,1.0,1.0,3.0,Sous chef,,"Sous chef. Food benefits, discounts on products. Lack of training & communication. Held accountable for performance outside of scope of position.",,0.3818,-0.3182,0.0,0.9935,-0.9924,0.0,kroger,3494_kroger,IN,reports,Consumer Staples,Food Retail,"Cincinnati, Ohio",,56873.0,1883,Midwest,East North Central
63352,,7462_bestbuy,"Hours, holidays, pto, restructure every year",,Tue Apr 08 2014 10:46:06 GMT+0100 (British Summer Time),Current Employee , Geek Squad Supervisor DCI,,"Phoenix, AZ",7462.0,"Discount, benefits, sti, travel, learn new stuff",,,,,4.0,4.0,,4.0,,4.0,Fun,,"Fun. Discount, benefits, sti, travel, learn new stuff. Hours, holidays, pto, restructure every year",,0.3818,0.3818,0.5106,0.9932,0.9497,0.0,bestbuy,7462_bestbuy,AZ,reports,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",29/06/1999,764478.0,,West,Mountain
177442,,494_americanairlines,Disgruntled co-workers. Bad attitudes need some change,,Thu Jan 17 2019 06:21:40 GMT+0000 (Greenwich Mean Time),Current Employee , Facilities Maintenance,,"Chicago, IL",494.0,flexible work schedule and time off,,,,,5.0,5.0,5.0,2.0,2.0,5.0,enjoy my job,,enjoy my job. flexible work schedule and time off. Disgruntled co-workers. Bad attitudes need some change,,0.2263,-0.5423,0.4939,-0.8992,-0.9999,0.0,americanairlines,494_americanairlines,IL,,,,,,,,Midwest,East North Central
105452,,1050_amd,"Benefits and perks are minimal. Leadership is void at best. Too many fiefdoms, management don't listen to employees. Career growth is very limited at best, and you constantly have this nagging feeling that you'll get laid off at any time.",,Sat Mar 22 2014 11:40:36 GMT+0000 (Greenwich Mean Time),Former Employee , Senior Design Engineer,,"Sunnyvale, CA",1050.0,"Intelligent, hardworking employees. Work-life balance. You'll get to meet great people who want to do their jobs well, and you may even learn a lot from them.",,,,,3.0,2.0,1.0,2.0,2.0,2.0,"Good employees, bad management",,"Good employees, bad management. Intelligent, hardworking employees. Work-life balance. You'll get to meet great people who want to do their jobs well, and you may even learn a lot from them.. Benefits and perks are minimal. Leadership is void at best. Too many fiefdoms, management don't listen to employees. Career growth is very limited at best, and you constantly have this nagging feeling that you'll get laid off at any time.",,0.8591,0.8763,-0.1531,0.9992,-0.9998,0.0,amd,1050_amd,CA,,,,,,,,West,Pacific
434641,,5_incyte,Some functions are not well organized,,Fri Mar 08 2019 20:42:09 GMT+0000 (Greenwich Mean Time),Current Employee , Research Investigator,,"Wilmington, DE",5.0,Fantastic people and culture! The cafeteria is the best!,,,,,5.0,4.0,5.0,5.0,5.0,5.0,The best company ever!,,The best company ever!. Fantastic people and culture! The cafeteria is the best!. Some functions are not well organized,,0.855,-0.2057,0.6696,0.9972,-0.9996,0.0,incyte,5_incyte,DE,reports,Health Care,Biotechnology,"Wilmington, Delaware",28/02/2017,879169.0,,South,South Atlantic
90114,,4702_cisco,Bring back the free goodies at the break rooms,,Mon Apr 28 2014 14:35:33 GMT+0100 (British Summer Time),Former Employee , Software Engineer IV,,"San Jose, CA",4702.0,Great company that helps you develop your skills and add value to the talent pool,,,,,5.0,5.0,4.0,5.0,4.0,5.0,Cisco,,Cisco. Great company that helps you develop your skills and add value to the talent pool. Bring back the free goodies at the break rooms,,0.8979,0.5106,0.0,0.9951,-0.8041,0.0,cisco,4702_cisco,CA,reports,Information Technology,Communications Equipment,"San Jose, California",01/12/1993,858877.0,,West,Pacific
326994,,7515_wellsfargo,Management could be better. Micromanaging.,,Wed Apr 12 2017 07:32:17 GMT+0100 (British Summer Time),Current Employee , Outbound Sales Specialist,,"Charlotte, NC",7515.0,"The pay is great, you have the opportunity to move up and get paid a lot more.",,,,,3.0,5.0,5.0,4.0,3.0,2.0,Outbound sales specialist,,"Outbound sales specialist. The pay is great, you have the opportunity to move up and get paid a lot more.. Management could be better. Micromanaging.",,0.7579,0.4404,0.0,0.8889,-0.9998,0.0,wellsfargo,7515_wellsfargo,NC,reports,Financials,Diversified Banks,"San Francisco, California",30/06/1976,72971.0,,South,South Atlantic
237325,,4862_ups,"everything else, this was the worst job I've ever had",,Mon Jan 04 2016 12:29:50 GMT+0000 (Greenwich Mean Time),"Revenue Recovery Supervisor in Salt Lake City, UT",,,"Salt Lake City, UT",4862.0,"school reimbursement, and part-time hours",,,,,3.0,1.0,2.0,1.0,2.0,1.0,revenue supervisor,,"revenue supervisor. school reimbursement, and part-time hours. everything else, this was the worst job I've ever had",,0.0,-0.6249,0.0,0.9477,-1.0,0.0,ups,4862_ups,UT,,,,,,,,West,Mountain
287791,,1339_merck,Limited use of strategic management,,Thu Dec 03 2015 08:20:41 GMT+0000 (Greenwich Mean Time),"Healthcare Outcomes Research Scientist/Associate Director in Kenilworth, NJ",,,"Kenilworth, NJ",1339.0,World-wide organization with opportunities for to gather significant experience.,,,,,,,,,,1.0,Research Scientist,,Research Scientist. World-wide organization with opportunities for to gather significant experience.. Limited use of strategic management,,0.5267,-0.2263,0.0,0.9993,-0.9983,0.0,merck,1339_merck,NJ,reports,Health Care,Pharmaceuticals,"Kenilworth, New Jersey",,310158.0,1891,Northeast,Middle Atlantic
9097,,2057_pizzahut,Co workers we so rude to people. I ended up doing a lot because they were lazy and wouldn't clean after themselves. That made me stay 1hr+ after my shift somedays,,Tue Apr 07 2015 08:49:48 GMT+0100 (British Summer Time),Former Employee , Cashier,,"Fort Hood, TX",2057.0,Fast pace. Met lots of nice customers that got me through the shift. Easy to work with managers.,,,,,3.0,3.0,2.0,3.0,3.0,3.0,Cashier on a military base.,,Cashier on a military base.. Fast pace. Met lots of nice customers that got me through the shift. Easy to work with managers.. Co workers we so rude to people. I ended up doing a lot because they were lazy and wouldn't clean after themselves. That made me stay 1hr+ after my shift somedays,,0.6908,-0.8236,0.0,0.9968,-0.6048,0.0,pizzahut,2057_pizzahut,TX,,,,,,,,South,West South Central
275074,,1152_johndeere,"Long periods of Standing, long chain of management to get issues solved compact work areas and hazards are always close by",,Mon Nov 09 2015 08:36:45 GMT+0000 (Greenwich Mean Time),Former Employee , Auditor,,"Grovetown, GA",1152.0,Great benefits and perks associated with the work and the facilities are well maintained safety oriented staff,,,,,2.0,3.0,4.0,1.0,1.0,4.0,Decent place to have a career,,"Decent place to have a career. Great benefits and perks associated with the work and the facilities are well maintained safety oriented staff. Long periods of Standing, long chain of management to get issues solved compact work areas and hazards are always close by",,0.8909999999999999,0.2732,0.0,0.9891,0.9963,0.0,johndeere,1152_johndeere,GA,,,,,,,,South,South Atlantic
89606,,3973_cisco,about EM and RF design,,Mon Apr 06 2015 21:24:31 GMT+0100 (British Summer Time),Former Employee , Hardware Engineer,,"San Jose, CA",3973.0,match perfectly with my majoy,,,,,4.0,4.0,4.0,4.0,4.0,4.0,Hardware design,,Hardware design. match perfectly with my majoy. about EM and RF design,,0.6369,0.0,0.0,0.9998,0.9977,0.0,cisco,3973_cisco,CA,reports,Information Technology,Communications Equipment,"San Jose, California",01/12/1993,858877.0,,West,Pacific
39405,,3081_intel,"Due to us selling our house and moving my drive has doubled in time. From a company perspective, culture, and goals have changed from what it was a few years ago.",,Tue Nov 03 2015 13:23:24 GMT+0000 (Greenwich Mean Time)," in Plano, TX",,,"Plano, TX",3081.0,Great company. Great people. Great goals.Great culture. Good incentive structure and benefits.Actually give effort in producing quality products and services. The leadership team is also very fair.,,,,,5.0,3.0,5.0,5.0,4.0,5.0,Intel Corp-rev,,"Intel Corp-rev. Great company. Great people. Great goals.Great culture. Good incentive structure and benefits.Actually give effort in producing quality products and services. The leadership team is also very fair.. Due to us selling our house and moving my drive has doubled in time. From a company perspective, culture, and goals have changed from what it was a few years ago.",,0.9652,0.0,0.0,0.9702,0.634,0.0,intel,3081_intel,TX,reports,Information Technology,Semiconductors,"Santa Clara, California",31/12/1976,50863.0,,South,West South Central
